buildingIDX,Name,elevDiff,slope,dist,elevation,height,floors,year,X,Y,nearest
7,Edith Green - Wendell Wyatt Federal Building,-0.8599967999999976,536.5120761009214,396.1092658825653,63.3499985,361,18,1974,7644112.593,681159.6804,4
13,Mark O. Hatfield United States Courthouse,13.640003200000002,522.8961490856161,425.188634698143,48.8499985,318,16,1997,7644333.752,681700.8291,4
6,Standard Insurance Center,4.9400024999999985,665.8469914056634,558.8065623937084,57.5499992,367,27,1970,7643902.29,682077.1982,4
20,One Main Place,16.3800011,633.6237444073979,580.6513115759022,46.1100006,270,20,1980,7644528.963,681543.5948,4
