buildingIDX,Name,elevDiff,slope,dist,elevation,height,floors,year,X,Y,nearest
20,One Main Place,-8.310001399999997,654.1696426610114,592.0147502385116,46.1100006,270,20,1980,7644528.963,681543.5948,4
25,Umpqua Bank Plaza,-13.3899994,810.1380569917143,761.5328224167216,51.1899986,263,19,1975,7644530.13,680793.8205,4
13,Mark O. Hatfield United States Courthouse,-11.049999299999996,897.5036728331398,835.0083476885999,48.8499985,318,16,1997,7644333.752,681700.8291,4
7,Edith Green - Wendell Wyatt Federal Building,-25.549999299999996,1052.7583881928135,979.223836490667,63.3499985,361,18,1974,7644112.593,681159.6804,4
